complaint_id,complaint_text,primary_category,secondary_category,severity
3378445,"I keep getting calls and letters from ERC in XXXX, FL about a XXXX XXXX XXXX XXXX account. ERC contends that I owe a debt to them, but when I followed up with XXXX XXXX XXXX to verify the "" bad debt '', XXXX XXXX XXXX has no record of the account. No acct #, nor any other pertinent information that i am entitled to as a consumer to dispute. If XXXX XXXX XXXX can not verify the debt than ERC can not verify the debt, and therefore according to the FCRA they are not allowed to harass me at anytime for a "" debt '' that can not be verified. I work hard to maintain my credit stature, and will not let any unlawful company threaten me.",Debt collection,Attempts to collect debt not owed,1
7153240,"On XX/XX/XXXX I request to have PMI removed from my mortgage due to the home equity exceeding 20 % of the XXXX ratio. In XXXX PNC responded asking me to provide justification of the increase in my home value and a check for {$100.00} for a XXXX XXXX XXXX. The check was received on XX/XX/XXXX and cashed on XX/XX/XXXX. On XX/XX/XXXX, PNC mailed me a letter stating that the price increased to {$150.00} as of XX/XX/XXXX. I contacted PNC to ask why the price increase applies to me since I submitted my request and my check was cashed before the new price went into effect. I called XXXX more times during XXXX and XX/XX/XXXX and each time was told someone would call me back to explain. I never received a return phone call. Finally on XX/XX/XXXX I called and demanded to speak to someone right then that could explain since no one had ever called me back. I was told that the PMI department does not speak to customers which is why no one called me back. They did not explain why I was told I would receive a call back. The customer service rep I did talk to said that it did not matter when I submitted my request or when it was processed ; at any point if the price changes they can cancel my request and require that I restart the process and pay the higher fee. That is misleading and deceitful to allow a mortgage company to change rates at any time and make them retroactive.",Mortgage,Trouble during payment process,1
13774550,"List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. 

I looked at my Experian, XXXX  XXXX XXXX  credit report on XX/XX/year> and noticed some things are incomplete and not accurate. And according to the fair credit reporting act Whenever a consumer reporting agency prepares a consumer report it shall follow reasonable procedures to assure maximum possible accuracy of the information concerning the individual about whom the report relates according to 15 USC 1681 ( e ) ( b ).

And according to 15 USC 1681 5 they are suppose to do this ( 5 ) Treatment of inaccurate or unverifiable information ( A ) In generallf, after any reinvestigation under paragraph ( 1 ) of any information disputed by a consumer, an item of the information is found to be inaccurate or incomplete or can not be verified, the consumer reporting agency shall ( i ) promptly delete that item of information from the file of the consumer, or modify that item of information, as appropriate, based on the results of the reinvestigation; and ( ii ) promptly notify the furnisher of that information that the information has been modified or deleted from the file of the consumer. 

And according to 15 USC 1681s-2 they are suppose to not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.",Credit reporting or other personal consumer reports,Improper use of your report,1
1417848,"I agreed to short sale my home with Nationstar for a set amount, less than what I owed, however, the home sold for more and Nationstar was made whole. At the time Nationstar executed the Purchase contract they agreed to give me {$36000.00} in relocation fees, which they are reneging on. XXXX : XXXX - Short Sale - XXXX XXXX XXXX XXXX, XXXX, Ca. XXXX : Nationstar XXXX No : XXXX : XXXX Bank Account No : ****************Re : Relocation Funds for Seller XXXX and XXXX XXXX XXXX find the XXXX XX/XX/XXXX bankruptcy documents. The Discharge and Final Decree from the XXXX Bankruptcy Court, XXXX California XXXX XXXX ) lists XXXX XXXX ( taken over by XXXX Bank XXXX as a creditor, and confirms the debt was discharged. Attached also find the notification from the creditors meeting, confirming the date of recording, and that the court has determined the date of the lien is XX/XX/XXXX. This can be also be confirmed by the title report in your possession, and has been confirmed to us by the Nationstar 's attorney at XXXX Foreclosure Corporation. Also, attached please find the Notice of Motion for Relief of Automatic Stay, Proof of Service of Notice for Motion for Relief of Automatic Stay, and Relief from Stay. In the bankruptcy, only the XXXX lien, which is the mechanics lien, and the XXXX lien, the deed of trust now held by Nationstar, were not discharged. All other debts, including the debt of XXXX XXXX, the lien for which is now held by XXXX Bank, were discharged. The bankruptcy documents clearly show the XXXX XXXX debt as discharged. The bankruptcy documents clearly show that the only XXXX valid liens are the mechanics lien, and the Nationstar deed of trust, and these same documents confirm that the XXXX lien is the mechanics lien, and the XXXX lien is the Nationstar deed of trust. This information is all a matter of public record and is easily available from the XXXX Bankruptcy XXXX, XXXX California XXXX XXXX ). XXXX is not entitled to any funds from the sale of my home they did not exercise their rights within the Bankruptcy court nor did they show up for any of the proceedings.",Mortgage,"Loan modification,collection,foreclosure",1
8596552,I discovered that some of the information on my credit report was incorrect when I reviewed it. Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) require the 3 credit bureaus to validate these accounts ( A ). It is not permissible to fail to validate these reporting accounts as unverified information without providing proof within the time frame specified by law. My credit report includes the following erroneous information that needs to be investigated and corrected : XXXX XXXX XXXX XXXX XXXX,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,1
1292529,"My wife was laid off on XXXX XXXX, XXXX. Modification request was completed on XXXX XXXX, XXXX. XXXX XXXX XXXX stated, "" We 're unable to complete the review if we are missing documentation, so we may request updated financial information. '' What information did Wells Fargo use to make your final decision if you were missing financial information? This decision was made in XXXX business days from the time my wife was laid off her job. Why was n't the decision based on information provided repeatedly through congressman XXXX office, Faxes from branch Well Fargo offices in XXXX? How can you calculate 42 % of 0.0 income? Why did it take Wells Fargo XXXX business days to make a final decision when you found out my wife was laid off XXXX XXXX XXXX? 

XXXX XXXX XXXX of Wells Fargo stated, "" A review for HAMP Tier II was also completed and we were unable to approve you for a modification because the documentation provided at the time indicated that the modified payment would be more than 42 % of your monthly income. '' On XXXX/XXXX/XXXX XXXX XXXX XXXX of Wells Fargo stated, "" Based on the documentation you provided us, your proposed monthly modified payment would be more than 42 % of your monthly income. We reached this decision by reviewing your monthly income, which is calculated as {$0.00}. '' Based on this information, why did Wells Fargo based final decision on information provided on XXXX XXXX, XXXX? 

Questions we would like Wells Fargo to answer:1. Why Wells Fargo base final decision on information provided on XXXX XXXX, XXXX? 
2. Why was n't the decision based on information provided repeatedly through congressman XXXX office, Faxes from branch Well Fargo offices in XXXX? 
3. How can you calculate 42 % of 0.0 income? 
4. Why did it take Wells Fargo only XXXX business days to make a final decision when you found out my wife was laid off XXXX XXXX XXXX? 
5. How many home owners have been given HAMP Tier II in or around XXXX XXXX, CA which is where we live? 
6. Can we have a HAMP Tier II ASAP or by XXXX XXXX, XXXX because our house will be Trustee sold on XXXX XXXX, XXXX?",Mortgage,"Loan modification,collection,foreclosure",3
14155391,"I am writing to dispute the accuracy of a derogatory item currently listed on my Experian credit report. This letter serves as a traditional dispute request concerning a previously disputed account that continues to show late payment information, which I believe to be incorrect and harmful to my creditworthiness. 
Below are the details of the account in question : Creditor Name : XXXX XXXX  Account Number : XXXX Date Opened : XX/XX/year> Reported Balance : {$380.00} XXXX previously disputed this item, yet the account continues to reflect late payments that I do not recognize and do not believe are accurate. Under the Fair Credit Reporting Act ( FCRA ), I am requesting a reinvestigation of this account. If the creditor can not provide complete and accurate documentation to validate the late payment status, I request the information be deleted or corrected immediately.",Credit reporting or other personal consumer reports,Improper use of your report,1
9177011,"I have consistently maintained on-time payments, so I find it perplexing to discover an error in my credit report. am I seeking precise and updated records that accurately reflect my timely payments for those accounts.",Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,1
5131269,They are still denying that its not their company can you see that sofi are not real same thing everybody is complaining about,Checking or savings account,Managing an account,1
2913351,This debt is reporting on my credit report twice under the XXXX XXXX XXXX & XXXX XXXX and this account has since been sold to another collection agency and Ive tried to dispute debt several times between the months of XX/XX/XXXX & XX/XX/XXXXand Ive gotten any results ... Ive ask them to validate the debt and they have failed to do so ...,Debt collection,Written notification about debt,1
7193552,"How long does it take Wells Fargo, to actually compensate us? We have proven complaint after complaint, along with all the documentation along with the complaints? They keep telling us they have been sent to another division of Wells Fargos criminal enterprise, that decides how much to compensate us. XXXX  years of defrauding and theft all we asked for is XXXX XXXX! They avoided prosecution, if they just compensate consumers like us! How long does it take for Wels Fargo to actually accept their illegal wrongdoings and again compensate us for XXXX  years of theft and fraudulent actions and activities?",Mortgage,Trouble during payment process,5
9827824,"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. 

And lists of unauthorized inquiries that don't have PERMISSIBLE PURPOSE to be on my credit report : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX Equifax 15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years.

15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.",Credit reporting or other personal consumer reports,Improper use of your report,4
11253895,"I reviewed my Consumer Reports and noticed that i had lates payments on an account that i was never late for consumer Reporting Agencies have assumed a vital role and have a responsibility to Report Consumer information to the best of their ability with maximum accuracy i have never been late on payments for the account # XXXX Macys/ CitiBank XXXX 
Please investigate and provide proof with statements showing that these payments were late if proof can't be provided i demand these payments be updated to on time as they should be as i was NEVER late. Thanks.",Credit reporting or other personal consumer reports,Improper use of your report,1
5309239,"On XX/XX/2022, I sent out a payment for {$7200.00} in the form of a remittance payment coupon to my American Express credit card account. They received and signature accepted my mailed payment on XX/XX/2022, at XXXX, which was sent USPS certified mail. I spoke with them via online chat on XX/XX/2022, in the early afternoon and there was no discussion of the amount of payment that was sent. [ Conversation is attached here. ] I questioned how long would it take for my payment to post to my account and they answered 7-10 days from the date of postage ( the date it was sent/put in the mail, which was XX/XX/XXXX ). This meant that I needed to wait until XX/XX/XXXX ( the 10 days ) for the payment to post or be deemed missing. On XX/XX/XXXX ( 7 days after mailing ) at XXXX, I received an email that the beginning reads as follows : "" Dear XXXX XXXX XXXX XXXX You contacted us about a payment of {$7200.00} that has not yet been credited to your account ending in XXXX. 
To resolve your claim at the earliest, we request you to send the below information regarding the missing payment ( s ) in next five calendar days. '' [ A screenshot of this email is attached to this complaint. ] I HAVE NOT TOLD THEM THE AMOUNT OF MY PAYMENT THAT I SENT TO THEM, so how do they know that it was a {$7200.00} payment that is missing? 

From the date the payment was dropped into the mail on XX/XX/XXXX, up until the time that I received the email on the morning of XX/XX/XXXX, the ONLY communication that was had was via that chat ( which is all attached to this complaint ). I did NOT express the amount of the payment in that chat. There has been ZERO other communication other than that chat. So .... The only way that they could say that the {$7200.00} payment is missing, is because they have received the payment and saw the amount. 

Also, they sent the email on XX/XX/XXXX, saying that the payment is missing which is only 7 days after it was dropped in the mail. Per their policy, they estimate 7-10 days from the mailing date before payment would be posted. Why would they email us 7 days from the mailing date saying that the payment is missing when they allow up to 10 days of processing time? Not to mention the ONLY way they could know the payment amount is by receiving it and seeing it themselves. 

I spoke with them on the phone today, XX/XX/XXXX in the afternoon EST, and when I asked them how they knew that we sent a {$7200.00} payment, they could not tell me. And I know that I have still not told them the amount that I sent. 

I also asked why they sent me an email stating that the payment is missing after 7 days and they allow up to 10 days before it is deemed missing, and they also could not give me an answer. 

I was told that they need to forward my questions to "" somebody on the payments team '', but that I could not speak to them myself. They said I would hear back from somebody with answers to my questions regarding how they found out that the payment I sent was for {$7200.00} and also why they deemed my payment missing after 7 days when their policy is to allow up to 10 days. They said it would take 7-10 days before I would get a response to these questions and that it would come either through email or a mailed letter, they do not know which. When I asked if I could speak to somebody or get the contact info to contact them, they said I can not. They also said that even tho I will get a response to my questions in 7-10 days, they said it may take 30 or more days to complete the payment process. I did not understand why this is and I feel this is completely unsatisfactory. 

They clearly have my payment and are not posting it to my account, or delaying in doing so. There is quite literally ZERO ways for them to know how much that payment was that I sent other than for them to have already have it in their possession and I do not feel I need to show proof of this, however I can absolutely do so because I have all the documentation to proof it. And all of the documentation and conversations that have been sent and had are being uploaded to this complaint as prove. 

Please, continue to my requested resolution to the issue below.",Debt collection,Attempts to collect debt not owed,2
6294320,"When I reviewed my credit report, I discovered that some of the information was erroneous. The 3 credit bureaus must validate these ITEMS in line with Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) ( A ). It is not authorized to fail to validate these reporting accounts as unverified information without providing any proof within the period allowed by law. The following ITEMS need to investigate and corrected for erroneous reporting in my file are listed on my credit report XXXX XXXX XXXX Balance : {$610.00} XXXX XXXX XXXX Balance : {$9700.00} XXXX XXXX  XXXX Balance : {$610.00} XXXX XXXX XXXX Balance : {$9700.00} XXXX XXXX XXXX Balance : {$610.00} XXXX XXXX XXXX Balance : {$9700.00}","Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,1
9896124,"I reached out to Shellpoint Mortgage via e-chat on Tuesday, XXXX XXXX, XXXX to request access to my HELOC line of credit. I was informed that I needed to complete a HELOC Wire Request Form which I did and submitted the afternoon of XXXX XXXX, XXXX to the email address provided. At that time, I was told it would take XXXX hours to process the request. On Thursday, XXXX XXXX, XXXX at XXXX, I received an email requesting a copy of a government issued photo ID be emailed. I completed that request and emailed them a copy of my drivers license on XX/XX/XXXX at XXXX. On XXXX XXXX, XXXX, I reached out to the same email address to ask for an update. I received none. I then reached out to the e-chat feature through my loan 's dashboard, I was told that my request had been elevated and was set to transfer on XX/XX/XXXX. On Tuesday, XXXX XXXX, I reached out via e-chat again as the money was not transferred. I was told that the request had not been processed yet and to check in again with them in another XXXX hours ; that my request was elevated again. Today, Thursday, XXXX XXXX, XXXX, I again reached out to Shellpoint Mortgage Servicing to check on the status of my request as I have had to pay out of pocket to contractors providing services at my home which has nearly depleted my checking account. I was told again, that my request has not been processed now due to an "" influx of requests. '' I was told that my request was once again being elevated. I told the company that this inefficiency and inability to access my line of credit was unethical and that I would be making a formal complaint.",Mortgage,Trouble during payment process,1
8754453,Some one use my information and applied for XXXX XXXX XXXX  with out my permission,Credit reporting or other personal consumer reports,Incorrect information on your report,1
4848919,"XX/XX/2019 I got to XXXX in desperate need of a car. My previous car has died. I'm working full time in the XXXX XXXX, my credit is bad, i have XXXX judgements against me and am trying to just survive. The XXXX associate helps me find something that would work in my budget. He tells me not to worry about financing that he will help me out. Santander doesn't do a verification check, an employee check, a credit check to my knowledge and gives me a loan. At the time I'm very grateful to have a car and hopefully I can double up on my payments to eliminate the insane APR. 

Fast forward a few months I have to take leave from work for XXXX XXXX, I come back from that and am laid off. I communicate this with Santander and they say not to worry they will just add extra payments onto the end of the loan and my loan will always be current. I miss 5 of 6 months but am assured it will be backdated and everything will be fine. I never check my credit report I wish I had. 

In XXXX of last year I learn of a 35 state class action settlement for predatory lending, practices for Santander that includes my loan, the time period of my loan. I reach out to Indiana Attorney Generals office to get the consent judgment, file a request for it and wait until XXXX. 

Santander does not comply with what the judgment says. Does not delete the tradeline or correct the improper reporting on any of the credit agencies as they agreed to in the agreement. They claim that I am not part of this settlement. 

I want Santander to take responsibility for this like they agreed to. I am grateful they gave me a loan in a tremendous time of need but that does not mean it wasn't predatory : Credit score under XXXX XXXX Judgements Bad payment history No income verification 17 % APR on the loan Extended, though not defaulting the loan when 5 of 6 months were missed I wouldn't lend to me at that time. Fortunately my life has changed tremendously over the past 2 years. All of that negative stuff above is all but gone. I've corrected my life and have been healthy. My partner and I are trying to buy our first house and this Santander tradeline has been a huge stain. It's not accurate. They lied, then settled with these states and didn't do what they said they would in the judgement. 

I'm asking the CFPB to please investigate this, reach out to Santander and fix what is wrong. I'm not the only person this has effected this is widespread which is clearly indicated about their predatory nature in the 35 state judgement.

I'm attaching my requests with the AG of Indiana 's office and the Judgement","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,1
7635741,I'm really not sure what happened. I have mailed off letters to the credit bureaus continuously and thus far I have not gotten a response. My name is XXXX XXXX and I am filing this complaint for falsely reporting misleading information. There is no third party involved. Please review the uploaded letters.,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,1
5415572,Mortgage co transferred mortgage and has not paid the initial tax payment which we pay in to escrow. I am now receiving a foreclosure and lien on deed notice from my town.,Mortgage,Trouble during payment process,1
4940402,"Hi i just received notice that my checking account will be closed in XXXX days due to a false claim by Citi bank because of a bank transfer i made to fund the account. I HAVE FULL PROOF OF BANK STATEMENTS SHOWING THAT I OWN THE ACCOUNT THAT THE MONEY CAME FROM. Now they are holding my money XXXX ( $ XXXX ) plz send this to them ASAP. 

I UPLOADED A BANK STATEMENT AS PROOF THAT YOU GUYS ARE WRONG FROM THE ACCOUNT THAT YOU GUYS FALSELY CLAIMED INCLUDED WITH THIS COMPLAINT.",Checking or savings account,Managing an account,1
9377040,"In XXXX I started a dispute with Citi regarding a charge from XXXX on XX/XX/XXXX for a product that was never received by me, Citi was did not due their due diligent in resolving this issue. By XX/XX/XXXX I saw another charge from XXXX of the same charge amount, an this time, this transaction was unauthorized and I contacted XXXX and they told me that it must have been a mistake and to make matters even more complicated that they don't see this charge on their system and have no way of resolving, the rep suggested I talk to my bank to dispute, I went into the banking center where my account was issued and reported this with XXXX the bankers there giving them all the information they need, they told me that they will forward the dispute and paper work i had given them to the dispute department, he assured me that this issue will be resolved and i believed him. By the end of XX/XX/XXXX I was barely in the State because I was a lot traveling for my business but every time i got i was still dealing with apple in respect to the first charge ie the authorized charge. By summer of XXXX XXXX told me that because of the duration of the charge that they system is not letting access the charge to issue a refund, the XXXX rep told me to contact my back and have them issue a charge back for that charge. I contacted XXXX  XXXX by phone and I was told that they can not access the past t a certain time in transaction history to issue a charge back, they suggested that I go into the banking center, I went to the banking center on Park XXXX XXXX in XXXX and the Bank XXXX XXXX that phone rep was wrong about them being able to issue a charge back, they called XXXX Customers XXXX XXXX with their office phone and have the rep on speaker phone as I went over the issue and time line, the rep said that the XXXX was right that it's not something the banking center will resolve but he can put in a request to have this resolve, he asked me series of questions which I answered at the end he told me he has submitted the request and told me to look out for mail for an update. Mind you this was less than XXXX of of the original transaction. 
A month goes by i didn't hear from anybody, I citi customer service to enquire about update and the rep I spoke said they was no trace of such submission or inquiry which was a shock. I explained everything to them from the original charge and all the hoops I've had to jump to get this resolved and she told me that she will go ahead and file this dispute, she asked me series of questions which I answered, she also told to write an appeal and fax it which i also did but at this time I don't trust any words coming from a Citi employer cause obvious reasons. 
I called CFPB and explained my dilemma to a Rep and the rep told me to file a claim regarding this which I did and Citi responded by saying that there's an unauthorized third party and that they need my authorization which was confusing cause it was me and no other party, I called the banking and they couldn't explain they response, I spoke to CFPB and they said I suggest I refiled the claims which I did and this time Citi replies with a letter dated XX/XX/XXXX that said they have completed they review and moved to determine that I am liable. I called the number in the letter and got a citi XXXX on the phone but he could not justify the basis of they review. She asked me to file for an appeal which I did as well as file an updated claim with CFPB regarding this mishap and I got a letter dated XX/XX/XXXX from Citi XXXX XXXX that ask that I give them at least 60 days to get this review my concerns. More than 3 months later, I didn't hear from Citi regarding this appeal and the review that could take up to 60 days, I called Citi XXXX XXXX and the rep i spoke to put me on and to research what's going on with the case and he got back on the phone and told me that there's no update on the case or anything that shows it been worked, he said he will expedite it and submit for an immediate review and I should have an answer as soon as possible and after XXXX weeks when I didn't hear from anyone I called the XXXX office XXXX more time and spoke to Rep who transferred to another who's the case is on her desk, she told me that she will have an answer before the end of the week, yesterday I got an email with a message that tells me that they are declining my claims for dispute of the apples transaction because if i had notified them in a timely manner they could have had a different outcome. 
Conclusion a dispute I've been on since XXXX and Citi several mishandling led to XXXX was denied because of time wise.",Checking or savings account,Managing an account,4
11280866,Robinhood company had my funds and doesn't let me withdraw my own money my account is XXXX My name is XXXX XXXX,Checking or savings account,Managing an account,1
5610953,"On XX/XX/2021, I contacted Equifax about the following inquiries ; XXXX  XXXX Inquiry on XX/XX/2021, XXXX XXXX XXXX Inquiry on XX/XX/2021, XXXX XXXX  Inquiry on XX/XX/2021, XXXX  XXXX Inquiry on XX/XX/2021, XXXX  XXXX Inquiry on XX/XX/2021. Its been over 45 days and Equifax havent respond to my request as they are required to by the Federal Credit Reporting Act.","Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,1
1510270,"Addendum to Complaint sent on XXXX XXXX : On XXXX XXXX, 2015 I received a phone call from XXXX XXXX, Bank of America, ( contact # XXXX XXXX XXXX XXXX ). She asked want I wanted to resolve my Complaint. I said I wanted to have my original application reviewed fairly. XXXX said since the review was "" closed '' I would have to reapply. She persisted in trying to insisting this was a fact. I referenced all the communication I have received from Bank of America, including letters from XXXX XXXX, CRM, on XXXX XXXX, XXXX, and XXXX, to prove the case was stilled opened. 
I asked that she put this in writing, she refused. I then reference letters I had received on behalf of XXXX XXXX, XXXX XXXX from XXXX XXXX and on XXXX XXXX from XXXX XXXX, both were written by XXXX Customer Care regarding the modification application. 
Today, I received a letter from XXXX XXXX, XXXX Customer Care, which is clear shows the application is still opened it states I "" should work with XXXX XXXX ... XXXX XXXX will be your primary contact throughout the workout the review process. I encourage you to work closely with her ad submit any requested information right away to keep your loan 's review moving forward ''. 
Also, previous letters state that we are further behind in our mortgage payments. 
It is apparent that BofA is continuing to use unethical mortgage practices, in evaluating this modification by false statements, misrepresenting facts, deceptive and misleading statement.",Mortgage,"Loan modification,collection,foreclosure",1
9080313,"I am requesting the information regarding the method of verification employed by your bureau to confirm the accuracy of disputed items on my credit report. 

As per the Fair Credit Reporting Act ( FCRA ), consumers have the right to know how disputed items on their credit reports are verified. Therefore, I kindly request that you provide me with detailed information regarding the following : The specific method or process used by your bureau to verify disputed items. 
The identity of the entity or entities responsible for conducting the verification process. 

Any documentation or evidence used to substantiate the accuracy of the disputed items. 

I understand the importance of accurate and fair credit reporting, and I appreciate your cooperation in providing me with transparency regarding the verification process. This information is crucial for me to fully understand the basis on which disputed items on my credit report were confirmed as accurate.",Credit reporting or other personal consumer reports,Improper use of your report,1
4901528,"On XXXX I emailed the company FAYE SERVICING ( XXXX ) This email bounced On XXXX I faxed the payoff request to XXXX Per the instructions on their IVRU ( XXXX ) On XXXX I called in to see where the payoff letter was in the process of being sent and was told that it was scheduled to be sent to me no later than XX/XX/XXXX. I advised that the house was scheduled to be sold on Friday XX/XX/XXXX so it was imperative that I receive it as quickly as possible so the representative said he would put in a RUSH. 
On XX/XX/XXXX I contacted them again and was dismayed that the representative had no notes of a rush and said that they would deliver the payoff by XX/XX/XXXX. 

I asked that they send me the payoff immediately and they said the department that handles those is off and that they would again send a notice that they would RUSH it but would have no way of guaranteeing that the payoff would be sent by Friday. 

Their IVRU issues a Stern Warning that by calling them we acknowledge this is "" An Attempt to Collect a Debt '' and yet when a consumer is making an effort to payoff the loan they do not comply with providing the Payoff Letter in a timely fashion. They can not hold my loan XXXX to milk additional interest out of me. They need to provide the payoff letter asap.",Mortgage,Trouble during payment process,1
14600410,"This account is not mine and yet, without verifying anything, they put it in my XXXX  credit bureau and it lowered my score by XXXX points. I think that credit bureaus are not supposed to put any medical bills. I apologize if I'm wrong.",Debt collection,Attempts to collect debt not owed,1
12065544,Under 15 U.S. Code 1681b Permissible purposes of consumer reports I never gave these credit reporting agencies any written consent to report anything on my consumer report,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,1
15031162,"I understand the importance of removing any incorrect information from my credit report according to FCRA 605B. Could you please review the attached documents? I've observed discrepancies in several accounts, which is quite concerning to me.",Debt collection,Written notification about debt,1
8757348,They said I had to email the certain department yet no department exists,Mortgage,Trouble during payment process,1
6550186,"Hi, I sent a letter last month, XX/XX/2023, to be exact, it's a dispute letter but It's been over XXXX  days already and I still haven't got any update in any form coming from your company and I am in a bit of a hurry right now. I am aware that the FCRA is requiring the CRA 's response within XXXX  days and I learn on XXXX that I can ask for help from CFPB, XXXX, and the XXXX XXXX XXXX XXXX XXXX so I'm resending the documents that I sent last month for you to look into. Thanks!","Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,1
9093296,I did not authorize these inquiries and strongly believe they are fraudulent. I urge you to conduct a thorough investigation and remove them promptly from my credit report. I have provided supporting documents for your review.,Credit reporting or other personal consumer reports,Incorrect information on your report,5
12519525,"The unverified accounts indicated below continue to report on my credit report despite several written requests, in violation of federal law. Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) require these accounts to be authenticated ( A ). I will take legal action against you if you do not validate these accounts. Please follow the law so that this situation can be settled quickly. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/year>",Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,1
4179285,"I sent a Certified Dispute Letter to Transunion ( Tracking # XXXX ) and it was received on XX/XX/2021. 30 days have passed and I haven't received any response from Transunion. According to federal credit law spelled out in the Fair Credit Reporting Act ( FCRA ), a credit bureau is required to respond to you and complete their investigation within 30 days. If they do not respond within this time frame, they must remove the negative listing disputed.","Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,1
8148544,"I am using Marcus for high yield savings account. After I transferred $ XXXX from my bank account to Marcus, I recently learnt that my account was locked. Then I tried to call Marcus 5 or 6 times. Each time either they said they cant one time pin me because the phone number they have on file doesnt associate with my name, or they can OTP me, and they try to contact my bank to verify my bank account information, put me on hold for half an hour, then suddenly hung up on me. For the first case they said they will contact me in 1 or 2 business days but no one ever contacted me ever since. This is not a proper way to do banking business. Why does Marcus has this and only this outdated method of verifying peoples identities? Shouldnt they provide methods like email verification? Shouldnt my bank information be already verified before Marcus approves my transfer into the account? 

After I submitted a complaint with CFPB, all I got was a call back from Marcus doing those futile verification of my identity again asking for my SSN, DOB etc. but I am still locked out of my account.",Checking or savings account,Managing an account,1
12500177,"That is not reporting on all three credit bureaus XXXX Equifax, XXXX XXXX I need it removed",Debt collection,Written notification about debt,1
16139809,"I want to stress that I did not give written permission for these specific transactions to be included in my consumer report. At no point did I authorize these entries, and their presence on my report is unwarranted. Consequently, I am formally requesting that these accounts be blocked and removed from my report immediately. It is important to clarify that this request is not due to any error or negligence on my part. There has been no oversight or misunderstanding on my end. Instead, this issue arises solely from the fact that I did not explicitly authorize the inclusion of these transactions in my report. I am diligent about maintaining the accuracy and privacy of my financial records, and these unauthorized entries compromise that integrity. I trust that you will handle this matter with the urgency and seriousness it deserves. Please confirm the removal of these transactions from my report as soon as possible. Thank you for your prompt attention to this issue.",Debt collection,Written notification about debt,4
